Username,Location,Date,Reviews,Rating,Review Titles
customer,KR,2022-07-18T12:56:45.000Z,"Covers covid 19 in medical insurance and when it sends the policy doc , it clearly mentions that which is needed for some travels like thai pass",5,Accurate and quick response
customer,KR,2022-07-18T09:48:09.000Z,Easy to use and purchase. The app will be a bonus.,1,It's extremely hard to contact with CS
CHEOLHO SHIN,KR,2022-07-18T08:32:55.000Z,Purchasing insurance to cover potential costs of being stuck in Europe with a positive COVID test was simple and not horribly expensive - Hopefully we won't need it!,5,Thanks.
customerHyunseo An,KR,2022-07-18T08:06:53.000Z,Loved the simplicity of the application process along with the responsiveness of your staff for making some slight modifications.  The pricing and coverage was better than all competitors and it served our purpose for this long trip quite well.  thanks for keeping it real and real simple as well.,4,Great
Miriam,RO,2022-07-17T17:43:52.000Z,"I am giving 5 stars mainly because of the help I received during these months regarding medical assistance but mostly customer service: fast, reliable and polite.",5,It was very easy to buy the insurance…
customer,KR,2022-07-17T14:07:28.000Z,amazing offers for students.,5,good service
customer,KR,2022-07-17T05:31:16.000Z,Great policy for an even amazing price!,5,the simple contents
customer,KR,2022-07-17T02:57:52.000Z,"Very straightforward to apply, reasonably priced.",5,Nice insurance company
customer,KR,2022-07-17T00:17:07.000Z,Great experience. Simple payment and contracting.,4,Good
Simonette,PH,2022-07-16T15:36:26.000Z,"I have bought 8 policies it was easy to process. However, reaching them is an issue even thorough Heymondo App. When tried to reach them it is always their auto BOT answering. Even though during their working hours, there is no human interaction.I hope they would improve their communication. At present level of after sale service not near satisfaction.What is the easiest possible way to contact in an emergency.I wonder would be consiquence in an emergency. If we are unable to reach them.According to their policies they are brokers of IRIS Globle. According to IRIS Globle the policies are only applicable for Spanish Citizen's.Looking forward for some solution for the difficulties.Second ReviewHi Heymondo Team,Thank you very much for your feedback and based on your feedback I have bought 5 more travel insurance policies.Looking forward for complaint free returns of my customers. Will update further once all the trips are over. As for now I will continue buying more policies from Heymondo.Third ReviewToday just now check on as my policies were activated. Medical Chat found one doctor on line, Internet they responded.So far so good…I can give them 🌟🌟🌟🌟🌟rating.Thanks and keep up the customer services. 😀",4,From a friend she referred me this…
Evelyne Polat,IL,2022-07-15T19:29:47.000Z,VERY QUICK POLICY ISSUANCE. Thanks for including Covid-19 coverage certificate so that I won't have problem at arrival.,5,I am a customer of Heymondo for some…
customer,KR,2022-07-15T16:26:18.000Z,"I have used Heymondo twice and am impressed with the fast replies and detailed response.I have not needed to process a claim - yet, so fingers crossed it works are efficiently.",5,They are so kind
customer,KR,2022-07-15T15:42:17.000Z,Overall pretty easy to use. Had problems using the app to register because it wouldn’t accept the policy number. Had to use the passport number instead.,5,good and easy
customer,KR,2022-07-15T14:41:19.000Z,"Smooth website, easy to navigate. Best value for travel Insurance.",5,Quick feedback
customer,KR,2022-07-15T02:28:04.000Z,"Great service, even you have travel aboard, and Covid covered.",5,Good
Tim Evans,AU,2022-07-15T01:45:46.000Z,Professional and prompt services,5,Fishing charterVery easy to organise travel insurance…
Abhishek R Javeri,BE,2022-07-14T12:52:18.000Z,"It was very easy to buy the insurance, and it was reasonably priced.",5,one of the best no-nonsense insurance
customer,KR,2022-07-14T05:41:13.000Z,The process of buying this  insurance is easy.  However  it is very difficult to rich them on chat. or on call. Almost impossible. They answer emails though in a few days.  So if it is an emergency you just go to the hospital without reaching Heymondo and   hope that the hospital accepts it. I continue buying this insurance because  they cover Covid -19 and the price is the best.,5,Very easy and comfortable
customer,KR,2022-07-14T04:49:56.000Z,Asked a question through whatsapp. The response was really quick. The response was very clear and trustworthy. The website for joining insurance was also easy and clear. I like 👍,5,Great service
DOCTOR   CHO,KR,2022-07-14T04:38:15.000Z,Very easy to understand and regsiter for.I will definitely use heymondo again,5,Thank you
jeonju,KR,2022-07-14T04:16:18.000Z,Simple and easy to use travel and Covid insurance cover.Would recommend to all my travelling friends.Have not made any claims but will review if ever a situation arises to submit claims.,5,Great
customer,MX,2022-07-13T21:42:26.000Z,"The process for purchasing travel insurance was easy, and the company does a really good job of providing details of the coverages.",5,Fast response
customer,DE,2022-07-13T14:56:50.000Z,"The counselors were very kind. It was difficult to answer quickly because of the time difference with Korea, but it is understandable considering the time difference with Korea",5,The service was fast and the customer…
customer,KR,2022-07-13T14:06:59.000Z,"Great company , our questions were answered straight away by the  customer service team . Very easy process to get travel insurance .",5,GOOD
SEO HYEON,KR,2022-07-13T13:09:57.000Z,Think it’s a good value but honestly won’t know until I need to use it. Then please ask me. Sight is easy to use on line.,5,GOOD
YEONWUK JUNG,KR,2022-07-13T02:33:53.000Z,"Hello,Easy to buy, clear conditions, specific Covid-19 insurance document generated.",5,good~!
Edgar (USA),IN,2022-07-12T17:58:07.000Z,It was very easy to purchase an insurance policy.,5,Great
customer,KR,2022-07-12T15:47:20.000Z,"Easy to be insured, convenient contact, nice service.",5,Regards Giuseppe's counseling is so…
Fiona Cutts,GB,2022-07-12T15:06:38.000Z,May 73:15 PM Philippine time reported to Heymondo on Facebook messenger that their webpage wasn't working and I could not download my policy.3:26 PM reported to Heymondo on WhatsApp that their webpage wasn't working and I could not download my policy. Also asked them if they could insure a 72 year old4:15 PM Heymondo replied on WhatsApp they could not insure anyone over 695:18 PM Repeated my request regarding downloading the policy documentsSeveral hours later sent messages to the CEO and various officers you of Heymondo on LinkedInMay 83:20 PM Heymondo replied on WhatsApp that they had been out of office due to a work event and could I please provide my partners insurance details.5 PM Heymondo customer success manager responds to my message on LinkedIn and asks for the insured's details5:24 PM Heymondo replied on WhatsApp that my policy appeared to be in order and had I put the wrong age down for my partner?.5:39 PM I repeated my problem on WhatsApp5:42 PM Heymondo replied on Facebook messenger asking for insured's details6 PM (approximately) Heymondo replied on Facebook messenger that their customer adviser team was already in touch with me. (Presumably they meant on WhatsApp)6:49 PM my partner receives her documents by email6:50 PM (approximately) Heymondo replied on Facebook messenger and WhatsApp that my policy documents had been sent by emailAll in all 28 hours and a lot of messages to get my issue resolvedThere is no advice on their website regarding the delay that one could expect which would have been helpful.It does not give one confidence should it come to having a claim.April 8PM. I have requested that the policy be cancelled on Facebook messengerApr 116:42 PM they advised me they had cancelled my policy and that I would be refunded in between 3 to 5 days.,1,Unreliable company with no idea of customer service
Terry,US,2022-07-11T21:10:11.000Z,"The application process was straight forward, with questions for age, country of residence and destinations. We chose Heymondo Top for protection against the unpredictability of the covid pandemic. An affordable premium that includes covid-19 coverage and no out-of-pocket medical expenses made Heymondo our choice.",5,Great website and price.
customer,KR,2022-07-11T10:27:10.000Z,Easy to contract insurance and very well explained.,1,Too hard feedback
customer,KR,2022-07-11T08:18:03.000Z,"I was trying to process getting a quote and availing the insurance online, but i kept on getting error message. Sent them an email, and got the response the following day with the personalized link of the quote based on the details that i provided.",5,Good insuarance for travelers!
customer,KR,2022-07-12T02:11:56.000Z,Very easy and hassle free travel insurance purchase. Respond is excellent and prompt! Thanks!,5,I was worried about COVID-19 during my…
Myung Hwan KIM,KR,2022-07-10T14:39:28.000Z,Very good so easy to apply online will use again in the future and pass on to friends and family thank u,4,"English version of the app, please."
